2017-10-24 17:04:21.867,3100.0
2017-11-06 16:30:58.989,22400.0
2017-11-06 16:33:05.13,22400.0
2017-11-06 16:41:55.305,23530.0
2017-11-06 16:49:08.813,2800.0
2017-11-06 19:43:16.194,2800.0
2017-11-07 01:19:55.252,100.0
2017-11-07 01:33:53.893,650.0
2017-11-07 01:35:51.834,4810.0
2017-11-08 13:49:23.039,100.0
2017-11-08 13:54:29.94,30.0
2017-11-08 13:56:28.821,30.0
2017-11-08 13:59:06.121,7600.0
2018-01-07 13:58:25.985,50.0
2018-01-10 22:01:42.177,0.0
2018-01-10 22:01:42.259,0.0
2018-02-24 23:05:56.263,4350.0
2018-02-24 23:12:03.8,950.0
2018-02-25 00:09:01.713,750.0
2018-02-25 00:29:40.199,700.0
